Date,Adj Close,Close,High,Low,Open,Volume
2024-12-01,9.30775547027588,9.30775547027588,9.377215385437012,8.718488693237305,8.96717643737793,791968765
2024-12-02,9.986504554748535,9.986504554748535,10.176344871520996,8.477810859680176,9.30880355834961,1740978849
2024-12-03,9.829697608947754,9.829697608947754,10.331896781921388,9.255152702331545,9.986783027648926,1796116462
2024-12-04,10.528636932373049,10.528636932373049,11.60030746459961,9.712268829345703,9.829697608947754,2522338803
2024-12-05,10.524624824523926,10.524624824523926,11.209031105041504,9.934617042541504,10.528653144836426,1683790657
2024-12-06,10.705370903015137,10.705370903015137,10.875263214111328,10.041525840759276,10.393248558044434,1099610157
2024-12-07,10.629205703735352,10.629205703735352,10.91306495666504,10.33354663848877,10.704195022583008,777967117
2024-12-08,10.412901878356934,10.412901878356934,10.801326751708984,10.220648765563965,10.738398551940918,647567269
2024-12-09,8.513443946838379,8.513443946838379,10.420669555664062,7.878520965576172,10.420669555664062,1499721447
2024-12-10,8.396628379821777,8.396628379821777,8.703577995300293,7.610950946807861,8.513406753540039,1230641205
2024-12-11,9.006820678710938,9.006820678710938,9.2571439743042,8.056782722473145,8.396639823913574,887182489
2024-12-12,9.064152717590332,9.064152717590332,9.647730827331545,8.928762435913086,9.006811141967773,954962376
2024-12-13,9.09039306640625,9.09039306640625,9.221778869628906,8.805413246154785,9.064179420471191,627788025
2024-12-14,8.551411628723145,8.551411628723145,9.197182655334473,8.364982604980469,9.09039306640625,543775536
2024-12-15,9.029330253601074,9.029330253601074,9.223221778869627,8.379759788513184,8.551411628723145,638430486
2024-12-16,8.751370429992676,8.751370429992676,9.174510955810549,8.613651275634766,9.02885627746582,630039846
2024-12-17,8.476944923400879,8.476944923400879,8.954907417297363,8.391226768493652,8.751370429992676,540709622
2024-12-18,7.689221858978271,7.689221858978271,8.5382080078125,7.685387134552002,8.477280616760254,709483921
2024-12-19,6.965323925018311,6.965323925018311,7.776832103729248,6.799716949462891,7.689308166503906,978016274
2024-12-20,7.293115139007568,7.293115139007568,7.3462300300598145,6.072368144989014,6.96536111831665,924291708
2024-12-21,6.970913887023926,6.970913887023926,7.7894182205200195,6.845085144042969,7.293115139007568,556917437
2024-12-22,6.830101013183594,6.830101013183594,7.2533721923828125,6.695582866668701,6.970914840698242,380242082
2024-12-23,7.3676838874816895,7.3676838874816895,7.540092945098877,6.664820194244385,6.830270767211914,478366374
2024-12-24,7.5558271408081055,7.5558271408081055,7.618183135986328,7.161909103393555,7.367669105529785,392313973
2024-12-25,7.492839813232422,7.492839813232422,7.660735130310059,7.362005233764648,7.555839061737059,293342421
2024-12-26,6.928015232086182,6.928015232086182,7.572203159332275,6.88495397567749,7.492839813232422,311602625
2024-12-27,6.8976030349731445,6.8976030349731445,7.271920204162598,6.821508884429932,6.927761077880859,307254090
2024-12-28,7.104069232940674,7.104069232940674,7.152982234954834,6.795557022094727,6.897633075714111,219926523
2024-12-29,6.862186908721924,6.862186908721924,7.131762027740479,6.807802200317383,7.103998184204102,205139312
2024-12-30,6.696668148040772,6.696668148040772,7.085008144378662,6.548233985900879,6.862185001373291,331498848
2024-12-31,6.634932041168213,6.634932041168213,6.89803409576416,6.566824913024902,6.696602821350098,211894654
2025-01-01,7.028347015380859,7.028347015380859,7.114743232727051,6.519655227661133,6.634947776794434,231933496
2025-01-02,7.168960094451904,7.168960094451904,7.342212200164795,7.028051853179932,7.028343200683594,288205887
2025-01-03,7.74745512008667,7.74745512008667,7.966928005218506,7.136919021606445,7.168881893157959,492168497
2025-01-04,7.68438196182251,7.68438196182251,7.865242004394531,7.62491512298584,7.74741792678833,282573463
2025-01-05,7.679114818572998,7.679114818572998,7.718759059906006,7.474041938781738,7.684340953826904,233645715
2025-01-06,7.76667594909668,7.76667594909668,7.981669902801514,7.551534175872803,7.679114818572998,376165033
2025-01-07,7.015230178833008,7.015230178833008,7.877315998077393,7.014815807342529,7.766932010650635,512248161
2025-01-08,6.761236190795898,6.761236190795898,7.124827861785889,6.4567718505859375,7.015194892883301,488975074
2025-01-09,6.557372093200684,6.557372093200684,6.828740119934082,6.471333026885986,6.761380195617676,333718501
2025-01-10,6.736066818237305,6.736066818237305,6.800893783569336,6.509853839874268,6.557353973388672,315163497
2025-01-11,6.73646879196167,6.73646879196167,6.868025779724121,6.593245029449463,6.7360358238220215,167199506
2025-01-12,6.628734111785889,6.628734111785889,6.805016040802002,6.5489420890808105,6.736443042755127,147948026
2025-01-13,6.396489143371582,6.396489143371582,6.792050838470459,6.041914939880371,6.628666877746582,387765090
2025-01-14,6.664538860321045,6.664538860321045,6.682316780090332,6.3740410804748535,6.396625995635986,213602044
2025-01-15,7.164988040924072,7.164988040924072,7.18480920791626,6.563243865966797,6.664535999298096,498691508
2025-01-16,7.1502227783203125,7.1502227783203125,7.371554851531982,6.866825103759766,7.165280818939209,403292323
2025-01-17,7.512493133544922,7.512493133544922,7.591952800750732,7.149649143218994,7.150208950042725,353928552
2025-01-18,7.043352127075195,7.043352127075195,7.580073833465576,6.852603912353516,7.512386798858643,357923556
2025-01-19,6.232108116149902,6.232108116149902,7.221158027648926,6.1414642333984375,7.0431060791015625,617631749
2025-01-20,6.374917984008789,6.374917984008789,6.869900226593018,6.069569110870361,6.2316060066223145,759638337
2025-01-21,6.627902030944824,6.627902030944824,6.83955717086792,6.162096977233887,6.37482500076294,337199062
2025-01-22,6.440516948699951,6.440516948699951,6.686152935028076,6.426140785217285,6.627902030944824,199490157
2025-01-23,6.354040145874023,6.354040145874023,6.4908061027526855,6.212457180023193,6.439992904663086,251938168
2025-01-24,6.315302848815918,6.315302848815918,6.527091026306152,6.21025276184082,6.354040145874023,194127903
2025-01-25,6.322443008422852,6.322443008422852,6.401471138000488,6.253273963928223,6.315333843231201,141149093
2025-01-26,6.184237957000732,6.184237957000732,6.462948799133301,6.183279037475586,6.322443008422852,155157041
2025-01-27,5.943115234375,5.943115234375,6.203790187835693,5.519750118255615,6.184235095977783,421359851
2025-01-28,5.655594825744629,5.655594825744629,6.028219223022461,5.606818199157715,5.9433112144470215,194297100
2025-01-29,5.763529777526856,5.763529777526856,5.869219779968262,5.5590667724609375,5.655611038208008,216166779
2025-01-30,6.126862049102783,6.126862049102783,6.24724006652832,5.733512878417969,5.7637128829956055,198393555
2025-01-31,6.318368911743164,6.318368911743164,6.487727165222168,6.035582065582275,6.126813888549805,314381911
2025-02-01,5.921681880950928,5.921681880950928,6.476463794708252,5.867547035217285,6.318353176116943,247497057
2025-02-02,5.148262023925781,5.148262023925781,6.034733772277832,4.941940784454346,5.921610832214356,513053386
2025-02-03,5.185870170593262,5.185870170593262,5.275869846343994,4.010571002960205,5.148315906524658,1137490117
2025-02-04,4.750216007232666,4.750216007232666,5.227540016174316,4.591136932373047,5.185870170593262,445306523
2025-02-05,4.692637920379639,4.692637920379639,4.855924129486084,4.64512300491333,4.750216007232666,205438832
2025-02-06,4.492766857147217,4.492766857147217,4.831255912780762,4.465463161468506,4.692564964294434,194634715
2025-02-07,4.590202808380127,4.590202808380127,4.934070110321045,4.468080043792725,4.49277400970459,312014325
2025-02-08,4.74522876739502,4.74522876739502,4.760420799255371,4.509909152984619,4.590192794799805,163493250
2025-02-09,4.77225923538208,4.77225923538208,4.870952129364014,4.520455837249756,4.744631767272949,210431570
2025-02-10,4.841084003448486,4.841084003448486,4.908328056335449,4.617381095886231,4.77225923538208,204227048
2025-02-11,4.808444023132324,4.808444023132324,5.203351974487305,4.761879920959473,4.841084003448486,266391361
2025-02-12,5.228726863861084,5.228726863861084,5.321436882019043,4.7839789390563965,4.808451175689697,410877108
2025-02-13,5.1322340965271,5.1322340965271,5.271078109741211,5.075535774230957,5.228713035583496,213266580
2025-02-14,5.187249183654785,5.187249183654785,5.3660430908203125,5.108065128326416,5.1322340965271,215723868
2025-02-15,5.023991107940674,5.023991107940674,5.216403007507324,4.9865570068359375,5.187249183654785,146405481
2025-02-16,4.880805969238281,4.880805969238281,5.037980079650879,4.836386203765869,5.024003982543945,129697267
2025-02-17,4.888372898101807,4.888372898101807,5.063983917236328,4.805593013763428,4.880771160125732,190334706
2025-02-18,4.758245944976807,4.758245944976807,4.912479877471924,4.574808120727539,4.888358116149902,232676332
2025-02-19,4.882347106933594,4.882347106933594,4.89955997467041,4.708448886871338,4.7583088874816895,163800095
2025-02-20,5.047636032104492,5.047636032104492,5.066722869873047,4.881970882415772,4.882347106933594,205098723
2025-02-21,5.05633020401001,5.05633020401001,5.332779884338379,4.958871841430664,5.047634124755859,324488845
2025-02-22,5.044673919677734,5.044673919677734,5.205317974090576,5.0298590660095215,5.05633020401001,205003103
2025-02-23,4.959229946136475,4.959229946136475,5.121508121490479,4.909000873565674,5.044644832611084,138020156
2025-02-24,4.413650989532471,4.413650989532471,4.975611209869385,4.403668880462647,4.9589948654174805,268518335
2025-02-25,4.633916854858398,4.633916854858398,4.740054130554199,4.176780223846436,4.413650989532471,443038772
2025-02-26,4.740311145782471,4.740311145782471,4.915520191192627,4.591565132141113,4.633890151977539,303761713
2025-02-27,4.926065921783447,4.926065921783447,5.170651912689209,4.717429161071777,4.740311145782471,339203641
2025-02-28,4.712969779968262,4.712969779968262,4.927924156188965,4.459143161773682,4.926065921783447,383459549
